Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,identifierKeywords,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
"Nvidia's stock joins the Dow today. Here's what to know. Nvidia's stock may be the most influential in indexes like the S&P 500, but in the Dow it's below average",3126030745,Newspapers,"Kilgore, Tomi"," Sherwin-Williams Co , NVidia Corp"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 8, 2024",, English, English, South Brunswick,"Nov 8, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidias-stock-joins-dow-today-heres-what-know-may/docview/3126030745/se-2?accountid=14762,,,,,,," Dow Jones averages , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Nvidia%27s+stock+joins+the+Dow+today.+Here%27s+what+to+know.+Nvidia%27s+stock+may+be+the+most+influential+in+indexes+like+the+S%26amp%3BP+500%2C+but+in+the+Dow+it%27s+below+average&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia%27s+stock+joins+the+Dow+today.+Here%27s+what+to+know.+Nvidia%27s+stock+may+be+the+most+influential+in+indexes+like+the+S%26amp%3BP+500%2C+but+in+the+Dow+it%27s+below+average&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Kilgore,ABI/INFORM Collection
This Taser Maker's Stock Is Today's Best S&P 500 Performer. Here's Why.,3126030744,Newspapers,"Dattilo, Emily",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 8, 2024",, English, English, New York,"Nov 8, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/this-taser-makers-stock-is-todays-best-s-amp-p/docview/3126030744/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=This+Taser+Maker%27s+Stock+Is+Today%27s+Best+S%26amp%3BP+500+Performer.+Here%27s+Why.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=This+Taser+Maker%27s+Stock+Is+Today%27s+Best+S%26amp%3BP+500+Performer.+Here%27s+Why.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Dattilo,"ABI/INFORM Collection, Research Library"
"Stock Market Today: Dow Jones, S&P 500 Hit Record Highs But Techs Drag Nasdaq (Live Coverage)",3126012033,Newspapers,"Shreve, Ken;Koenig, Kimberley"," Broadcom Inc , Expedia Inc , NVidia Corp"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 8, 2024",, English, English, Los Angeles,"Nov 8, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/stock-market-today-dow-jones-s-amp-p-500-hit/docview/3126012033/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," Dow Jones averages , FINANCE , FINANCE , FINANCE , Semiconductors , FINANCE , SUSTAINABILITY , SUSTAINABILITY , FINANCE , China",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Stock+Market+Today%3A+Dow+Jones%2C+S%26amp%3BP+500+Hit+Record+Highs+But+Techs+Drag+Nasdaq+%28Live+Coverage%29&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Stock+Market+Today%3A+Dow+Jones%2C+S%26amp%3BP+500+Hit+Record+Highs+But+Techs+Drag+Nasdaq+%28Live+Coverage%29&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Shreve,ABI/INFORM Collection
Micron tops list of 20 biggest winners in the S&P 500 this earnings season; Other companies showing very high sales growth with improving profit margins include BlackRock and Eli Lilly,3126002000,Newspapers,Philip van Doorn, Eli Lilly & Co," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 8, 2024",, English, English, South Brunswick,"Nov 8, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/micron-tops-list-20-biggest-winners-s-amp-p-500/docview/3126002000/se-2?accountid=14762,,,,,,," ACCTAX , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Micron+tops+list+of+20+biggest+winners+in+the+S%26amp%3BP+500+this+earnings+season%3B+Other+companies+showing+very+high+sales+growth+with+improving+profit+margins+include+BlackRock+and+Eli+Lilly&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Micron+tops+list+of+20+biggest+winners+in+the+S%26amp%3BP+500+this+earnings+season%3B+Other+companies+showing+very+high+sales+growth+with+improving+profit+margins+include+BlackRock+and+Eli+Lilly&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
S&P 500 Leader 'In Discussions With Two Particular Large Companies'; Adds $1 Billion To Buyback,3125987459,Newspapers,"Norton, Kit"," Constellation Energy Group Inc , Talen Energy , Morgan Stanley , Amazon.com Inc , Federal Energy Regulatory Commission--FERC , NuScale Power Inc"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 8, 2024",, English, English, Los Angeles,"Nov 8, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-leader-discussions-with-two/docview/3125987459/se-2?accountid=14762,,,,,,," OPERATIONS , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+Leader+%27In+Discussions+With+Two+Particular+Large+Companies%27%3B+Adds+%241+Billion+To+Buyback&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+Leader+%27In+Discussions+With+Two+Particular+Large+Companies%27%3B+Adds+%241+Billion+To+Buyback&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Norton,ABI/INFORM Collection
"S&P 500, Nasdaq Climb As Fed Cuts Rates",3125911036,Newspapers,"Langley, Karen",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 8, 2024",0099-9660, English, English," New York, N.Y.","Nov 8, 2024",Wall Street Journal,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-nasdaq-climb-as-fed-cuts-rates/docview/3125911036/se-2?accountid=14762,,,,, B.1,," FINANCE , Investments , Investors , Dow Jones averages , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=00999660&amp;title=S%26amp%3BP+500%2C+Nasdaq+Climb+As+Fed+Cuts+Rates&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500%2C+Nasdaq+Climb+As+Fed+Cuts+Rates&amp;spage=B.1&amp;sid=ProQ%3Aabiglobal&amp;author=Langley,ABI/INFORM Collection
"Trump's win and the Fed's rate cut are giving the stock market an open road; S&P 500 races ahead, and opportunities surface in solar power and crypto",3125677922,Newspapers,"McMillan, Lawrence G", New York Stock Exchange--NYSE," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 7, 2024",, English, English, South Brunswick,"Nov 7, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/trumps-win-feds-rate-cut-are-giving-stock-market/docview/3125677922/se-2?accountid=14762," 92111 Executive Offices , 52321 Securities and Commodity Exchanges"," 92111 Executive Offices , 52321 Securities and Commodity Exchanges",," 92111 Executive Offices , 52321 Securities and Commodity Exchanges",," 92111 Executive Offices , 52321 Securities and Commodity Exchanges"," ECONOMICS , FINANCE , Election results , SUSTAINABILITY , Presidential elections , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Trump%27s+win+and+the+Fed%27s+rate+cut+are+giving+the+stock+market+an+open+road%3B+S%26amp%3BP+500+races+ahead%2C+and+opportunities+surface+in+solar+power+and+crypto&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Trump%27s+win+and+the+Fed%27s+rate+cut+are+giving+the+stock+market+an+open+road%3B+S%26amp%3BP+500+races+ahead%2C+and+opportunities+surface+in+solar+power+and+crypto&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=McMillan,ABI/INFORM Collection
"S&P 500 in a 'mania' as stock-market rally overshoots, says Wall Street bear; 'The train is approaching Crazy Town': Stifel's Barry Bannister",3125618139,Newspapers,"Watts, William", Crazy Town," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 7, 2024",, English, English, South Brunswick,"Nov 7, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-mania-as-stock-market-rally/docview/3125618139/se-2?accountid=14762,,,,,,," FINANCE , ECONOMICS , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+in+a+%27mania%27+as+stock-market+rally+overshoots%2C+says+Wall+Street+bear%3B+%27The+train+is+approaching+Crazy+Town%27%3A+Stifel%27s+Barry+Bannister&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+in+a+%27mania%27+as+stock-market+rally+overshoots%2C+says+Wall+Street+bear%3B+%27The+train+is+approaching+Crazy+Town%27%3A+Stifel%27s+Barry+Bannister&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Watts,ABI/INFORM Collection
"The S&P 500 will gain 11% by mid-2025 as the bull market accelerates under Trump, Evercore says",3125573305,Newspapers,"Cloonan, Kelly",," Copyright Insider, Inc. 2024", News," Nov 7, 2024",, English, English, New York,"Nov 7, 2024",Business Insider,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-will-gain-11-mid-2025-as-bull-market/docview/3125573305/se-2?accountid=14762,,," mi-exclusive , sp-500 , stock-market-outlook , trump , donald-trump , evercore-isi , julian-emanuel , evercore , deregulation",,,," Dow Jones averages , FINANCE , FINANCE , BUSINESSLAW"," mi-exclusive , sp-500 , stock-market-outlook , trump , donald-trump , evercore-isi , julian-emanuel , evercore , deregulation",https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+S%26amp%3BP+500+will+gain+11%25+by+mid-2025+as+the+bull+market+accelerates+under+Trump%2C+Evercore+says&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+S%26amp%3BP+500+will+gain+11%25+by+mid-2025+as+the+bull+market+accelerates+under+Trump%2C+Evercore+says&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Cloonan,ABI/INFORM Collection
"Fed Cuts Key Rate; Powell Pleases S&P 500, But Maybe Not Trump",3125547521,Newspapers,"Graham, Jed"," Republican Party , Deutsche Bank AG"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 7, 2024",, English, English, Los Angeles,"Nov 7, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/fed-cuts-key-rate-powell-pleases-s-amp-p-500/docview/3125547521/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , Press conferences , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ACCTAX , ECONOMICS , ECONOMICS , ECONOMICS , FINANCE , HUMANRESOURCES , United States--US , Powell, Jerome",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Fed+Cuts+Key+Rate%3B+Powell+Pleases+S%26amp%3BP+500%2C+But+Maybe+Not+Trump&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Fed+Cuts+Key+Rate%3B+Powell+Pleases+S%26amp%3BP+500%2C+But+Maybe+Not+Trump&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
"The bull market is 'still an infant': Why Evercore sees the S&P 500 at 6,600 by mid-2025; The S&P 500 is poised for continued growth into mid-2025 after Trump's victory: Evercore ISI",3125530081,Newspapers,"Wang, Isabel", Congress-US," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 7, 2024",, English, English, South Brunswick,"Nov 7, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/bull-market-is-still-infant-why-evercore-sees-s/docview/3125530081/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," Dow Jones averages , FINANCE , ECONOMICS , FINANCE , Trump, Donald J , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+bull+market+is+%27still+an+infant%27%3A+Why+Evercore+sees+the+S%26amp%3BP+500+at+6%2C600+by+mid-2025%3B+The+S%26amp%3BP+500+is+poised+for+continued+growth+into+mid-2025+after+Trump%27s+victory%3A+Evercore+ISI&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+bull+market+is+%27still+an+infant%27%3A+Why+Evercore+sees+the+S%26amp%3BP+500+at+6%2C600+by+mid-2025%3B+The+S%26amp%3BP+500+is+poised+for+continued+growth+into+mid-2025+after+Trump%27s+victory%3A+Evercore+ISI&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Wang,ABI/INFORM Collection
Match Group Stock Is the S&P 500's Worst Performer Today. Tinder Is Losing Users.,3125434325,Newspapers,"Palumbo, Angela",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 7, 2024",, English, English, New York,"Nov 7, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/match-group-stock-is-s-amp-p-500s-worst-performer/docview/3125434325/se-2?accountid=14762,,,,,,, SUSTAINABILITY,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Match+Group+Stock+Is+the+S%26amp%3BP+500%27s+Worst+Performer+Today.+Tinder+Is+Losing+Users.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Match+Group+Stock+Is+the+S%26amp%3BP+500%27s+Worst+Performer+Today.+Tinder+Is+Losing+Users.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Palumbo,"ABI/INFORM Collection, Research Library"
"Stock Market Today: Nasdaq, S&P 500 Add Gains But Small Caps Lag; Fed Makes Expected Rate Cut (Live Coverage)",3125352678,Newspapers,"Saito-Chung, David", Qualcomm Inc," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 7, 2024",, English, English, Los Angeles,"Nov 7, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/stock-market-today-nasdaq-s-amp-p-500-add-gains/docview/3125352678/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," FINANCE , Investments , FINANCE , SUSTAINABILITY , Dow Jones averages , FINANCE , ECONOMICS , ECONOMICS , ECONOMICS , ACCTAX , Investors , Wide area networks , FINANCE , Press conferences , Trump, Donald J , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Stock+Market+Today%3A+Nasdaq%2C+S%26amp%3BP+500+Add+Gains+But+Small+Caps+Lag%3B+Fed+Makes+Expected+Rate+Cut+%28Live+Coverage%29&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Stock+Market+Today%3A+Nasdaq%2C+S%26amp%3BP+500+Add+Gains+But+Small+Caps+Lag%3B+Fed+Makes+Expected+Rate+Cut+%28Live+Coverage%29&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Saito-Chung,ABI/INFORM Collection
S&P 500 Leader 'In Discussions With Two Particular Large Companies'; Adds $1 Billion To Buyback,3125286289,Newspapers,"Norton, Kit"," Constellation Energy Group Inc , Talen Energy , Morgan Stanley , Amazon.com Inc , Federal Energy Regulatory Commission--FERC , NuScale Power Inc"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 7, 2024",, English, English, Los Angeles,"Nov 7, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-leader-discussions-with-two/docview/3125286289/se-2?accountid=14762,,,,,,," OPERATIONS , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , FINANCE , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+Leader+%27In+Discussions+With+Two+Particular+Large+Companies%27%3B+Adds+%241+Billion+To+Buyback&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+Leader+%27In+Discussions+With+Two+Particular+Large+Companies%27%3B+Adds+%241+Billion+To+Buyback&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Norton,ABI/INFORM Collection
"Trump Election Shifts Fed Rate-Cut Outlook As S&P 500, Bond Yields Jump",3125286287,Newspapers,"Graham, Jed"," Republican Party , Deutsche Bank AG"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 7, 2024",, English, English, Los Angeles,"Nov 7, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/trump-election-shifts-fed-rate-cut-outlook-as-s/docview/3125286287/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," ECONOMICS , FINANCE , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ACCTAX , ECONOMICS , Trump, Donald J , United States--US , Powell, Jerome",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Trump+Election+Shifts+Fed+Rate-Cut+Outlook+As+S%26amp%3BP+500%2C+Bond+Yields+Jump&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Trump+Election+Shifts+Fed+Rate-Cut+Outlook+As+S%26amp%3BP+500%2C+Bond+Yields+Jump&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
"Stock Market Today: Dow Jones Gains 1,500 Points, S&P 500 Closes At New Highs; Nvidia, Tesla Soar (Live Coverage)",3124670107,Newspapers,"Koenig, Kimberley", NVidia Corp," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 6, 2024",, English, English, Los Angeles,"Nov 6, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/stock-market-today-dow-jones-gains-1-500-points-s/docview/3124670107/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," Dow Jones averages , FINANCE , ECONOMICS , FINANCE , Investments , SUSTAINABILITY , Investors , FINANCE , FINANCE , SUSTAINABILITY , SUSTAINABILITY , Election results , MARKETING , SUSTAINABILITY , BANKING , Trump, Donald J , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Stock+Market+Today%3A+Dow+Jones+Gains+1%2C500+Points%2C+S%26amp%3BP+500+Closes+At+New+Highs%3B+Nvidia%2C+Tesla+Soar+%28Live+Coverage%29&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Stock+Market+Today%3A+Dow+Jones+Gains+1%2C500+Points%2C+S%26amp%3BP+500+Closes+At+New+Highs%3B+Nvidia%2C+Tesla+Soar+%28Live+Coverage%29&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Koenig,ABI/INFORM Collection
"S&P 500 Defense Leader Breaks Out, Fueled By Industry Backlog",3124648192,Newspapers,"Miller, Harrison",," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 6, 2024",, English, English, Los Angeles,"Nov 6, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-defense-leader-breaks-out-fueled/docview/3124648192/se-2?accountid=14762,,,,,,," FINANCE , SUSTAINABILITY , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+Defense+Leader+Breaks+Out%2C+Fueled+By+Industry+Backlog&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+Defense+Leader+Breaks+Out%2C+Fueled+By+Industry+Backlog&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Miller,ABI/INFORM Collection
"Trump Election Shifts Fed Rate-Cut Outlook As S&P 500, Bond Yields Jump",3124648161,Newspapers,"Graham, Jed"," Republican Party , Deutsche Bank AG"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 6, 2024",, English, English, Los Angeles,"Nov 6, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/trump-election-shifts-fed-rate-cut-outlook-as-s/docview/3124648161/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank"," ECONOMICS , ECONOMICS , FINANCE , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , ACCTAX , ECONOMICS , United States--US , Powell, Jerome",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Trump+Election+Shifts+Fed+Rate-Cut+Outlook+As+S%26amp%3BP+500%2C+Bond+Yields+Jump&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Trump+Election+Shifts+Fed+Rate-Cut+Outlook+As+S%26amp%3BP+500%2C+Bond+Yields+Jump&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
S&P 500 Leader To Report Earnings As Industry Dismisses Regulatory Rejection,3124628173,Newspapers,"Norton, Kit"," Constellation Energy Group Inc , Talen Energy , Morgan Stanley , Amazon.com Inc , Federal Energy Regulatory Commission--FERC , NuScale Power Inc"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 6, 2024",, English, English, Los Angeles,"Nov 6, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-leader-report-earnings-as-industry/docview/3124628173/se-2?accountid=14762,,,,,,," OPERATIONS , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , ECONOMICS , SUSTAINABILITY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+Leader+To+Report+Earnings+As+Industry+Dismisses+Regulatory+Rejection&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+Leader+To+Report+Earnings+As+Industry+Dismisses+Regulatory+Rejection&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Norton,ABI/INFORM Collection
Banks and Tesla lead list of top-performing stocks following Trump's victory; The S&P 500 financial sector rose 5% when trading opened on Wednesday,3124530524,Newspapers,Philip van Doorn," JPMorgan Chase & Co , Supermicro Computer Inc , Tesla Inc"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 6, 2024",, English, English, South Brunswick,"Nov 6, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/banks-tesla-lead-list-top-performing-stocks/docview/3124530524/se-2?accountid=14762,,,,,,," FINANCE , ACCTAX , Flavors , SUSTAINABILITY , INDUSTRY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Banks+and+Tesla+lead+list+of+top-performing+stocks+following+Trump%27s+victory%3B+The+S%26amp%3BP+500+financial+sector+rose+5%25+when+trading+opened+on+Wednesday&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Banks+and+Tesla+lead+list+of+top-performing+stocks+following+Trump%27s+victory%3B+The+S%26amp%3BP+500+financial+sector+rose+5%25+when+trading+opened+on+Wednesday&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
"S&P 500 Leader, Defense Supplier Eyes Buy Point. Wait For Two Things.",3124639441,Newspapers,"Miller, Harrison",," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 5, 2024",, English, English, Los Angeles,"Nov 5, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-leader-defense-supplier-eyes-buy/docview/3124639441/se-2?accountid=14762, 33641 Aerospace Product and Parts Manufacturing, 33641 Aerospace Product and Parts Manufacturing,, 33641 Aerospace Product and Parts Manufacturing,, 33641 Aerospace Product and Parts Manufacturing," FINANCE , INDUSTRY , Investments , Investors , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+Leader%2C+Defense+Supplier+Eyes+Buy+Point.+Wait+For+Two+Things.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+Leader%2C+Defense+Supplier+Eyes+Buy+Point.+Wait+For+Two+Things.&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Miller,ABI/INFORM Collection
