Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,identifierKeywords,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
"Dow, S&P 500 Stocks are Shining in 2024. The Nasdaq Is Losing Steam.",3099746253,Newspapers,"Swint, Brian",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Sep 2, 2024",, English, English,, New York,"Sep 2, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-s-amp-p-500-stocks-are-shining-2024-nasdaq-is/docview/3099746253/se-2?accountid=14762,,,,,,," Dow Jones averages , FINANCE , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow%2C+S%26amp%3BP+500+Stocks+are+Shining+in+2024.+The+Nasdaq+Is+Losing+Steam.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow%2C+S%26amp%3BP+500+Stocks+are+Shining+in+2024.+The+Nasdaq+Is+Losing+Steam.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Swint,"ABI/INFORM Collection, Research Library"
S&P 500 could challenge its previous all-time high,3099535372,Newspapers,Chan, NVidia Corp, © 2024 Singapore Press Holdings, News," Sep 2, 2024",, English, English,, Singapore,"Sep 2, 2024",The Business Times,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-could-challenge-previous-all-time/docview/3099535372/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+could+challenge+its+previous+all-time+high&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+could+challenge+its+previous+all-time+high&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Chan,ABI/INFORM Collection
Dow Jones Futures: S&P 500 Power Trend Starts; Tesla Rival Leads 7 Stocks In Buy Zones,3124670070,Newspapers,"Carson, Ed"," Spotify AB , NextEra Energy Resources LLC , Netflix Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Sep 1, 2024",, English, English,, Los Angeles,"Sep 1, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-futures-s-amp-p-500-power-trend-starts/docview/3124670070/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , Investments , SUSTAINABILITY , FINANCE , Dow Jones averages , FINANCE , Investors , United States--US , China",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones+Futures%3A+S%26amp%3BP+500+Power+Trend+Starts%3B+Tesla+Rival+Leads+7+Stocks+In+Buy+Zones&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones+Futures%3A+S%26amp%3BP+500+Power+Trend+Starts%3B+Tesla+Rival+Leads+7+Stocks+In+Buy+Zones&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
Dow Jones Futures: S&P 500 Power Trend Starts; Tesla Rival Leads 7 Stocks In Buy Zones,3124661212,Newspapers,"Carson, Ed"," Spotify AB , NextEra Energy Resources LLC , Netflix Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Sep 1, 2024",, English, English,, Los Angeles,"Sep 1, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-futures-s-amp-p-500-power-trend-starts/docview/3124661212/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , Investments , SUSTAINABILITY , FINANCE , Dow Jones averages , FINANCE , Investors , SUSTAINABILITY , United States--US , China",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones+Futures%3A+S%26amp%3BP+500+Power+Trend+Starts%3B+Tesla+Rival+Leads+7+Stocks+In+Buy+Zones&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones+Futures%3A+S%26amp%3BP+500+Power+Trend+Starts%3B+Tesla+Rival+Leads+7+Stocks+In+Buy+Zones&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
Dow Jones Futures: S&P 500 Power Trend Starts; Tesla Rival Leads 7 Stocks In Buy Zones,3124653023,Newspapers,"Carson, Ed"," Spotify AB , NextEra Energy Resources LLC , Netflix Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Sep 1, 2024",, English, English,, Los Angeles,"Sep 1, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-futures-s-amp-p-500-power-trend-starts/docview/3124653023/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , Investments , SUSTAINABILITY , FINANCE , Dow Jones averages , FINANCE , Investors , United States--US , China",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones+Futures%3A+S%26amp%3BP+500+Power+Trend+Starts%3B+Tesla+Rival+Leads+7+Stocks+In+Buy+Zones&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones+Futures%3A+S%26amp%3BP+500+Power+Trend+Starts%3B+Tesla+Rival+Leads+7+Stocks+In+Buy+Zones&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
Dow Jones Futures: S&P 500 Power Trend Starts; Tesla Rival Leads 7 Stocks In Buy Zones,3124628066,Newspapers,"Carson, Ed"," Li Auto Inc , Spotify AB , NextEra Energy Resources LLC , Netflix Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Sep 1, 2024",, English, English,, Los Angeles,"Sep 1, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-futures-s-amp-p-500-power-trend-starts/docview/3124628066/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , Investments , SUSTAINABILITY , FINANCE , Dow Jones averages , FINANCE , Investors , United States--US , China",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones+Futures%3A+S%26amp%3BP+500+Power+Trend+Starts%3B+Tesla+Rival+Leads+7+Stocks+In+Buy+Zones&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones+Futures%3A+S%26amp%3BP+500+Power+Trend+Starts%3B+Tesla+Rival+Leads+7+Stocks+In+Buy+Zones&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
"U.S. stock-market rebound faces 'huge' jobs report after Labor Day weekend; Dow ends August at fresh all-time peak, while the S&P 500 rebounds near record high",3110302497,Newspapers,"Idzelis, Christine",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Sep 1, 2024",, English, English,, South Brunswick,"Sep 1, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/u-s-stock-market-rebound-faces-huge-jobs-report/docview/3110302497/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," FINANCE , Investments , ECONOMICS , HUMANRESOURCES , Dow Jones averages , ECONOMICS , ECONOMICS , ECONOMICS , ECONOMICS , Investors , ECONOMICS , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=U.S.+stock-market+rebound+faces+%27huge%27+jobs+report+after+Labor+Day+weekend%3B+Dow+ends+August+at+fresh+all-time+peak%2C+while+the+S%26amp%3BP+500+rebounds+near+record+high&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=U.S.+stock-market+rebound+faces+%27huge%27+jobs+report+after+Labor+Day+weekend%3B+Dow+ends+August+at+fresh+all-time+peak%2C+while+the+S%26amp%3BP+500+rebounds+near+record+high&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Idzelis,ABI/INFORM Collection
"S&P 500 Giants Meta, Eli Lilly Lead 5 Stocks Near Buy Points",3124639181,Newspapers,"Norton, Kit"," Eli Lilly & Co , Costco Wholesale Corp", (c) 2024 Investor's Business Daily, News," Aug 31, 2024",, English, English,, Los Angeles,"Aug 31, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-giants-meta-eli-lilly-lead-5-stocks/docview/3124639181/se-2?accountid=14762,,,,,,," FINANCE , FINANCE , FINANCE , PSYCHOLOGY , MARKETING , SUSTAINABILITY , SUSTAINABILITY , OPERATIONS , GLP-1 receptor agonists",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+Giants+Meta%2C+Eli+Lilly+Lead+5+Stocks+Near+Buy+Points&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+Giants+Meta%2C+Eli+Lilly+Lead+5+Stocks+Near+Buy+Points&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Norton,ABI/INFORM Collection
"S&P 500 Giants Meta, Eli Lilly Lead 5 Stocks Near Buy Points",3124635901,Newspapers,"Norton, Kit"," Eli Lilly & Co , Costco Wholesale Corp", (c) 2024 Investor's Business Daily, News," Aug 31, 2024",, English, English,, Los Angeles,"Aug 31, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-giants-meta-eli-lilly-lead-5-stocks/docview/3124635901/se-2?accountid=14762,,,,,,," FINANCE , FINANCE , FINANCE , PSYCHOLOGY , MARKETING , SUSTAINABILITY , SUSTAINABILITY , OPERATIONS , GLP-1 receptor agonists",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+Giants+Meta%2C+Eli+Lilly+Lead+5+Stocks+Near+Buy+Points&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+Giants+Meta%2C+Eli+Lilly+Lead+5+Stocks+Near+Buy+Points&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Norton,ABI/INFORM Collection
Dow Jones Futures: S&P 500 Power Trend Starts; Tesla Rival Leads 7 Stocks In Buy Zones,3124628205,Newspapers,"Carson, Ed"," Li Auto Inc , Spotify AB , NextEra Energy Resources LLC , Netflix Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Aug 31, 2024",, English, English,, Los Angeles,"Aug 31, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-futures-s-amp-p-500-power-trend-starts/docview/3124628205/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , Investments , SUSTAINABILITY , FINANCE , Dow Jones averages , FINANCE , Investors , United States--US , China",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones+Futures%3A+S%26amp%3BP+500+Power+Trend+Starts%3B+Tesla+Rival+Leads+7+Stocks+In+Buy+Zones&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones+Futures%3A+S%26amp%3BP+500+Power+Trend+Starts%3B+Tesla+Rival+Leads+7+Stocks+In+Buy+Zones&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
S&P 500 benchmark's tilt at record high held back by tech: Equities. Trading reverse Investor caution over share valuations delays another new peak for Wall Street blue-chips,3110965402,Newspapers,"Megaw, Nicholas", NVidia Corp," Copyright The Financial Times Limited Aug 31, 2024", News," Aug 31, 2024",0307-1766, English, English,, London (UK),"Aug 31, 2024",Financial Times,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-benchmarks-tilt-at-record-high-held/docview/3110965402/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges, 15, 52321 Securities and Commodity Exchanges," SUSTAINABILITY , FINANCE , FINANCE , Investments , ECONOMICS , SUSTAINABILITY , Debates , Investors , SUSTAINABILITY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=03071766&amp;title=S%26amp%3BP+500+benchmark%27s+tilt+at+record+high+held+back+by+tech&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+benchmark%27s+tilt+at+record+high+held+back+by+tech%3A+Equities.+Trading+reverse+Investor+caution+over+share+valuations+delays+another+new+peak+for+Wall+Street+blue-chips&amp;spage=15&amp;sid=ProQ%3Aabiglobal&amp;author=Megaw,ABI/INFORM Collection
"Super Micro offers investors a bit of relief after stock's worst month on record; The popular AI play was the biggest S&P 500 loser for the month — with Moderna, Intel and Dollar General among the other poor performers",3110348792,Newspapers,"Bary, Emily"," Airbnb , Dollar Tree Inc , Intel Corp , Supermicro Computer Inc , Dollar General Corp , Walgreens Boots Alliance Inc , Eli Lilly & Co , Moderna Inc , Pfizer Inc"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Aug 31, 2024",, English, English,, South Brunswick,"Aug 31, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/super-micro-offers-investors-bit-relief-after/docview/3110348792/se-2?accountid=14762,,,,,,," SUSTAINABILITY , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Super+Micro+offers+investors+a+bit+of+relief+after+stock%27s+worst+month+on+record%3B+The+popular+AI+play+was+the+biggest+S%26amp%3BP+500+loser+for+the+month+%E2%80%94+with+Moderna%2C+Intel+and+Dollar+General+among+the+other+poor+performers&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Super+Micro+offers+investors+a+bit+of+relief+after+stock%27s+worst+month+on+record%3B+The+popular+AI+play+was+the+biggest+S%26amp%3BP+500+loser+for+the+month+%26mdash%3B+with+Moderna%2C+Intel+and+Dollar+General+among+the+other+poor+performers&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Bary,ABI/INFORM Collection
"Any way you look at it, the stock market is dangerously overvalued now; S&P 500 is almost as pricey as it was at the January 2022 bull-market top",3110322108,Newspapers,"Hulbert, Mark",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Aug 31, 2024",, English, English,, South Brunswick,"Aug 31, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/any-way-you-look-at-stock-market-is-dangerously/docview/3110322108/se-2?accountid=14762,,,,,,," FINANCE , FINANCE , FINANCE , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Any+way+you+look+at+it%2C+the+stock+market+is+dangerously+overvalued+now%3B+S%26amp%3BP+500+is+almost+as+pricey+as+it+was+at+the+January+2022+bull-market+top&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Any+way+you+look+at+it%2C+the+stock+market+is+dangerously+overvalued+now%3B+S%26amp%3BP+500+is+almost+as+pricey+as+it+was+at+the+January+2022+bull-market+top&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Hulbert,ABI/INFORM Collection
S&P 500 notches 4th winning month,3099192020,Newspapers,,," Copyright Billings Gazette Aug 31, 2024", News," Aug 31, 2024",2372-868X, English, English,," Billings, Mont.","Aug 31, 2024",The Billings Gazette,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-notches-4th-winning-month/docview/3099192020/se-2?accountid=14762,,,,, n/a,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=2372868X&amp;title=S%26amp%3BP+500+notches+4th+winning+month&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+notches+4th+winning+month&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=,ABI/INFORM Collection
A notorious market bear who called the 2000 and 2008 crashes shares 2 charts showing the US economy is on the threshold of recession - and warns of 70% potential downside for the S&P 500,3099082808,Newspapers,"Edwards, William",," Copyright Insider, Inc. Aug 31, 2024", News," Aug 31, 2024",, English, English,, New York,"Aug 31, 2024",Business Insider,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/notorious-market-bear-who-called-2000-2008/docview/3099082808/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges," limited-synd , investing , stock-market-crash , stock-market-bubble , stock-valuations , john-hussman , hussman-investment-trust , labor-day-save-2024", 52321 Securities and Commodity Exchanges, n/a, 52321 Securities and Commodity Exchanges," FINANCE , SUSTAINABILITY , ECONOMICS , FINANCE , ECONOMICS , ECONOMICS , ECONOMICS , United States--US"," limited-synd , investing , stock-market-crash , stock-market-bubble , stock-valuations , john-hussman , hussman-investment-trust , labor-day-save-2024",https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=A+notorious+market+bear+who+called+the+2000+and+2008+crashes+shares+2+charts+showing+the+US+economy+is+on+the+threshold+of+recession+-+and+warns+of+70%25+potential+downside+for+the+S%26amp%3BP+500&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=A+notorious+market+bear+who+called+the+2000+and+2008+crashes+shares+2+charts+showing+the+US+economy+is+on+the+threshold+of+recession+-+and+warns+of+70%25+potential+downside+for+the+S%26amp%3BP+500&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Edwards,ABI/INFORM Collection
Dow Jones Futures: S&P 500 Power Trend Starts; Tesla Rival Leads 7 Stocks In Buy Zones,3124670153,Newspapers,"Carson, Ed"," Li Auto Inc , Spotify AB , NextEra Energy Resources LLC , Netflix Inc , Broadcom Inc , NVidia Corp", (c) 2024 Investor's Business Daily, News," Aug 30, 2024",, English, English,, Los Angeles,"Aug 30, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/dow-jones-futures-s-amp-p-500-power-trend-starts/docview/3124670153/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , Futures , Investments , SUSTAINABILITY , FINANCE , Dow Jones averages , FINANCE , Investors , United States--US , China",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Dow+Jones+Futures%3A+S%26amp%3BP+500+Power+Trend+Starts%3B+Tesla+Rival+Leads+7+Stocks+In+Buy+Zones&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Dow+Jones+Futures%3A+S%26amp%3BP+500+Power+Trend+Starts%3B+Tesla+Rival+Leads+7+Stocks+In+Buy+Zones&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
"PCE Inflation Cools, But This Just Derailed A Half-Point Fed Rate Cut; S&P 500 Rallies",3124669870,Newspapers,"Graham, Jed",, (c) 2024 Investor's Business Daily, News," Aug 30, 2024",, English, English,, Los Angeles,"Aug 30, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/pce-inflation-cools-this-just-derailed-half-point/docview/3124669870/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , ECONOMICS , ECONOMICS , ACCTAX , Expenditures , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=PCE+Inflation+Cools%2C+But+This+Just+Derailed+A+Half-Point+Fed+Rate+Cut%3B+S%26amp%3BP+500+Rallies&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=PCE+Inflation+Cools%2C+But+This+Just+Derailed+A+Half-Point+Fed+Rate+Cut%3B+S%26amp%3BP+500+Rallies&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
"Key Fed Inflation Rate Fades, But This Just Derailed A Half-Point Rate Cut; S&P 500 Climbs",3124653060,Newspapers,"Graham, Jed",, (c) 2024 Investor's Business Daily, News," Aug 30, 2024",, English, English,, Los Angeles,"Aug 30, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/key-fed-inflation-rate-fades-this-just-derailed/docview/3124653060/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , ECONOMICS , ECONOMICS , ACCTAX , Expenditures , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Key+Fed+Inflation+Rate+Fades%2C+But+This+Just+Derailed+A+Half-Point+Rate+Cut%3B+S%26amp%3BP+500+Climbs&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Key+Fed+Inflation+Rate+Fades%2C+But+This+Just+Derailed+A+Half-Point+Rate+Cut%3B+S%26amp%3BP+500+Climbs&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
"PCE Inflation Cools, But This Just Derailed A Half-Point Fed Rate Cut; S&P 500 Pauses",3124648117,Newspapers,"Graham, Jed",, (c) 2024 Investor's Business Daily, News," Aug 30, 2024",, English, English,, Los Angeles,"Aug 30, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/pce-inflation-cools-this-just-derailed-half-point/docview/3124648117/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , ECONOMICS , ECONOMICS , ACCTAX , Expenditures , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=PCE+Inflation+Cools%2C+But+This+Just+Derailed+A+Half-Point+Fed+Rate+Cut%3B+S%26amp%3BP+500+Pauses&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=PCE+Inflation+Cools%2C+But+This+Just+Derailed+A+Half-Point+Fed+Rate+Cut%3B+S%26amp%3BP+500+Pauses&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Graham,ABI/INFORM Collection
The 'Low-Wage 100' spend more on share buybacks that enrich executives than on their businesses. Lawmakers are taking note. A new report on the 100 S&P 500 companies with the lowest median pay finds the buyback machine is still in overdrive,3110322078,Newspapers,"Linnane, Ciara",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Aug 30, 2024",, English, English,, South Brunswick,"Aug 30, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/low-wage-100-spend-more-on-share-buybacks-that/docview/3110322078/se-2?accountid=14762, 92112 Legislative Bodies, 92112 Legislative Bodies,, 92112 Legislative Bodies,, 92112 Legislative Bodies," HUMANRESOURCES , SUSTAINABILITY , FINANCE , HUMANRESOURCES , SUSTAINABILITY , SUSTAINABILITY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+%27Low-Wage+100%27+spend+more+on+share+buybacks+that+enrich+executives+than+on+their+businesses.+Lawmakers+are+taking+note.+A+new+report+on+the+100+S%26amp%3BP+500+companies+with+the+lowest+median+pay+finds+the+buyback+machine+is+still+in+overdrive&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+%27Low-Wage+100%27+spend+more+on+share+buybacks+that+enrich+executives+than+on+their+businesses.+Lawmakers+are+taking+note.+A+new+report+on+the+100+S%26amp%3BP+500+companies+with+the+lowest+median+pay+finds+the+buyback+machine+is+still+in+overdrive&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Linnane,ABI/INFORM Collection
This approach to dividend stocks can diversify your S&P 500 index-fund exposure; Three stocks make up 20% of your S&P 500 index fund,3110302531,Newspapers,Philip van Doorn, NVidia Corp," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Aug 30, 2024",, English, English,, South Brunswick,"Aug 30, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/this-approach-dividend-stocks-can-diversify-your/docview/3110302531/se-2?accountid=14762, 52591 Open-End Investment Funds, 52591 Open-End Investment Funds,, 52591 Open-End Investment Funds,, 52591 Open-End Investment Funds," FINANCE , FINANCE , FINANCE , Investments , ECONOMICS , FINANCE , FINANCE , Investors , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=This+approach+to+dividend+stocks+can+diversify+your+S%26amp%3BP+500+index-fund+exposure%3B+Three+stocks+make+up+20%25+of+your+S%26amp%3BP+500+index+fund&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=This+approach+to+dividend+stocks+can+diversify+your+S%26amp%3BP+500+index-fund+exposure%3B+Three+stocks+make+up+20%25+of+your+S%26amp%3BP+500+index+fund&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
